	X	Target
0	0.0	0.353020352042279
1	0.00010001000100010001	0.6257244999026058
2	0.00020002000200020003	0.6570137066059087
3	0.00030003000300030005	-0.047381718035142774
4	0.00040004000400040005	0.422745052162335
5	0.0005000500050005	0.30663688543854273
6	0.0006000600060006001	0.16901302271670784
7	0.0007000700070007	0.015142304844215906
8	0.0008000800080008001	0.2085079576925573
9	0.0009000900090009002	-0.10276827891658984
10	0.001000100010001	0.07230107769264418
11	0.0011001100110011	0.35828408159125924
12	0.0012001200120012002	-0.2147533100790795
13	0.0013001300130013002	0.13333210154498207
14	0.0014001400140014	0.060151648974999375
15	0.0015001500150015003	0.020793616998863892
16	0.0016001600160016002	-0.17534419364749396
17	0.0017001700170017002	0.13082298352862776
18	0.0018001800180018003	-0.43243695385543224
19	0.0019001900190019003	-0.3206882220877225
20	0.002000200020002	-0.2693182251959499
21	0.0021002100210021	0.24512546471683638
22	0.0022002200220022	0.40548576853983626
23	0.0023002300230023005	-0.02939724574622365
24	0.0024002400240024004	-0.1241728058683143
25	0.0025002500250025004	0.06677976679224354
26	0.0026002600260026003	-0.2472780271411309
27	0.0027002700270027003	-0.3945014958933587
28	0.0028002800280028	-0.004179127580255206
29	0.0029002900290029006	-0.329689730338116
30	0.0030003000300030005	-0.2378718770602024
31	0.0031003100310031005	-0.07960755652394531
32	0.0032003200320032004	-0.08359481809151297
33	0.0033003300330033004	0.2750429517511173
34	0.0034003400340034003	-0.7124758303203603
35	0.0035003500350035003	-0.3981967012877873
36	0.0036003600360036006	-0.16789211271708504
37	0.0037003700370037006	-0.23053380636352427
38	0.0038003800380038005	-0.43873022661512157
39	0.0039003900390039005	0.1960585272073472
40	0.004000400040004	0.14300231208022807
41	0.004100410041004101	-0.38604758518619164
42	0.0042004200420042	-0.22878868943704161
43	0.004300430043004301	-0.044253073551929555
44	0.0044004400440044	-0.25209619550466006
45	0.004500450045004501	0.12422167496873666
46	0.004600460046004601	0.36942508500256693
47	0.0047004700470047005	0.2352944438388659
48	0.004800480048004801	0.007898728602576215
49	0.0049004900490049	-0.2826292293629487
50	0.005000500050005001	0.008355701340276207
51	0.0051005100510051	-0.2336386778655971
52	0.005200520052005201	0.16910091237922328
53	0.005300530053005301	-0.14747867840835233
54	0.0054005400540054005	0.1032279153197253
55	0.005500550055005501	-0.25049936910753207
56	0.0056005600560056	-0.5101956206741003
57	0.005700570057005701	-0.23454385274418246
58	0.005800580058005801	0.07628443606140126
59	0.005900590059005901	0.21555650120731662
60	0.006000600060006001	0.17431376415410882
61	0.006100610061006101	0.4149906249642877
62	0.006200620062006201	-0.3193933423589065
63	0.0063006300630063005	-0.27069963547614173
64	0.006400640064006401	0.014476669043998976
65	0.006500650065006501	-0.06051495620895132
66	0.006600660066006601	0.3919980366377362
